Date,Currency,Exchange
2023-07-17,EUR,0.8986
2023-07-17,GBP,0.7483
2023-07-18,USD,1.0
2023-07-18,CAD,1.2951
2023-07-18,AUD,1.317
2023-07-18,EUR,0.9047
2023-07-18,GBP,0.7543
2023-07-19,USD,1.0
2023-07-19,CAD,1.3017
2023-07-19,AUD,1.3346
2023-07-19,EUR,0.9062
2023-07-19,GBP,0.7608
2023-07-20,USD,1.0
2023-07-20,CAD,1.3059
2023-07-20,AUD,1.3359
2023-07-20,EUR,0.908
2023-07-20,GBP,0.7591
2023-07-21,USD,1.0
2023-07-21,CAD,1.3051
2023-07-21,AUD,1.3355
2023-07-21,EUR,0.9079
2023-07-21,GBP,0.7589
2023-07-22,USD,1.0
2023-07-22,CAD,1.3107
2023-07-22,AUD,1.3362
2023-07-22,EUR,0.9079
2023-07-22,GBP,0.7636
2023-07-23,USD,1.0
2023-07-23,CAD,1.3107
2023-07-23,AUD,1.3362
2023-07-23,EUR,0.9079
2023-07-23,GBP,0.7636
2023-07-24,USD,1.0
2023-07-24,CAD,1.3107
2023-07-24,AUD,1.3362
2023-07-24,EUR,0.9079
2023-07-24,GBP,0.7636
2023-07-25,USD,1.0
2023-07-25,CAD,1.3172
2023-07-25,AUD,1.3355
2023-07-25,EUR,0.9106
2023-07-25,GBP,0.7619
2023-07-26,USD,1.0
2023-07-26,CAD,1.3234
2023-07-26,AUD,1.3275
2023-07-26,EUR,0.9093
2023-07-26,GBP,0.7612
2023-07-27,USD,1.0
2023-07-27,CAD,1.319
2023-07-27,AUD,1.3388
2023-07-27,EUR,0.9098
2023-07-27,GBP,0.7631
2023-07-28,USD,1.0
2023-07-28,CAD,1.3161
2023-07-28,AUD,1.3287
2023-07-28,EUR,0.9017
2023-07-28,GBP,0.7594
2023-07-29,USD,1.0
2023-07-29,CAD,1.3176
2023-07-29,AUD,1.3302
2023-07-29,EUR,0.8998
2023-07-29,GBP,0.7595
2023-07-30,USD,1.0
2023-07-30,CAD,1.3176
2023-07-30,AUD,1.3302
2023-07-30,EUR,0.8998
2023-07-30,GBP,0.7595
2023-07-31,USD,1.0
2023-07-31,CAD,1.3176
2023-07-31,AUD,1.3302
2023-07-31,EUR,0.8998
2023-07-31,GBP,0.7595
2023-08-01,USD,1.0
2023-08-01,CAD,1.3066
2023-08-01,AUD,1.3213
2023-08-01,EUR,0.8957
2023-08-01,GBP,0.7573
2023-08-02,USD,1.0
2023-08-02,CAD,1.3051
2023-08-02,AUD,1.3148
2023-08-02,EUR,0.8934
2023-08-02,GBP,0.7532
2023-08-03,USD,1.0
2023-08-03,CAD,1.31
2023-08-03,AUD,1.317
2023-08-03,EUR,0.8929
2023-08-03,GBP,0.7492
2023-08-04,USD,1.0
2023-08-04,CAD,1.3053
2023-08-04,AUD,1.3114
2023-08-04,EUR,0.898
2023-08-04,GBP,0.7597
2023-08-05,USD,1.0
2023-08-05,CAD,1.3023
2023-08-05,AUD,1.3058
2023-08-05,EUR,0.8964
2023-08-05,GBP,0.7602
2023-08-06,USD,1.0
2023-08-06,CAD,1.3023
2023-08-06,AUD,1.3058
2023-08-06,EUR,0.8964
2023-08-06,GBP,0.7602
2023-08-07,USD,1.0
2023-08-07,CAD,1.3023
2023-08-07,AUD,1.3058
2023-08-07,EUR,0.8964
2023-08-07,GBP,0.7602
2023-08-08,USD,1.0
2023-08-08,CAD,1.3144
2023-08-08,AUD,1.3096
2023-08-08,EUR,0.902
2023-08-08,GBP,0.7663
2023-08-09,USD,1.0
2023-08-09,CAD,1.3149
2023-08-09,AUD,1.3056
2023-08-09,EUR,0.9027
2023-08-09,GBP,0.7709
2023-08-10,USD,1.0
2023-08-10,CAD,1.3016
2023-08-10,AUD,1.292
2023-08-10,EUR,0.8941
2023-08-10,GBP,0.7649
2023-08-11,USD,1.0
2023-08-11,CAD,1.3054
2023-08-11,AUD,1.2965
2023-08-11,EUR,0.8966
2023-08-11,GBP,0.7714
2023-08-12,USD,1.0
2023-08-12,CAD,1.2975
2023-08-12,AUD,1.3027
2023-08-12,EUR,0.8962
2023-08-12,GBP,0.7712
2023-08-13,USD,1.0
2023-08-13,CAD,1.2975
2023-08-13,AUD,1.3027
2023-08-13,EUR,0.8962
2023-08-13,GBP,0.7712
2023-08-14,USD,1.0
2023-08-14,CAD,1.2975
2023-08-14,AUD,1.3027
2023-08-14,EUR,0.8962
2023-08-14,GBP,0.7712
2023-08-15,USD,1.0
2023-08-15,CAD,1.2921
2023-08-15,AUD,1.3038
2023-08-15,EUR,0.8945
2023-08-15,GBP,0.7753
2023-08-16,USD,1.0
2023-08-16,CAD,1.2817
2023-08-16,AUD,1.2928
2023-08-16,EUR,0.8853
2023-08-16,GBP,0.7708
2023-08-17,USD,1.0
2023-08-17,CAD,1.2885
2023-08-17,AUD,1.3107
2023-08-17,EUR,0.8868
2023-08-17,GBP,0.7684
2023-08-18,USD,1.0
2023-08-18,CAD,1.2829
2023-08-18,AUD,1.3043
2023-08-18,EUR,0.8833
2023-08-18,GBP,0.7603
2023-08-19,USD,1.0
2023-08-19,CAD,1.2844
2023-08-19,AUD,1.3135
2023-08-19,EUR,0.8829
2023-08-19,GBP,0.7641
2023-08-20,USD,1.0
2023-08-20,CAD,1.2844
2023-08-20,AUD,1.3135
2023-08-20,EUR,0.8829
2023-08-20,GBP,0.7641
2023-08-21,USD,1.0
2023-08-21,CAD,1.2844
2023-08-21,AUD,1.3135
2023-08-21,EUR,0.8829
2023-08-21,GBP,0.7641
2023-08-22,USD,1.0
2023-08-22,CAD,1.2915
2023-08-22,AUD,1.314
2023-08-22,EUR,0.8845
2023-08-22,GBP,0.7628
2023-08-23,USD,1.0
2023-08-23,CAD,1.2898
2023-08-23,AUD,1.3073
2023-08-23,EUR,0.8819
2023-08-23,GBP,0.7584
2023-08-24,USD,1.0
2023-08-24,CAD,1.294
2023-08-24,AUD,1.3119
2023-08-24,EUR,0.8875
2023-08-24,GBP,0.7555
2023-08-25,USD,1.0
2023-08-25,CAD,1.2929
2023-08-25,AUD,1.3144
2023-08-25,EUR,0.8857
2023-08-25,GBP,0.7579
2023-08-26,USD,1.0
2023-08-26,CAD,1.2884
2023-08-26,AUD,1.3083
2023-08-26,EUR,0.8857
2023-08-26,GBP,0.7569
2023-08-27,USD,1.0
2023-08-27,CAD,1.2884
2023-08-27,AUD,1.3083
2023-08-27,EUR,0.8857
2023-08-27,GBP,0.7569
2023-08-28,USD,1.0
2023-08-28,CAD,1.2884
2023-08-28,AUD,1.3083
2023-08-28,EUR,0.8857
2023-08-28,GBP,0.7569
2023-08-29,USD,1.0
2023-08-29,CAD,1.3013
2023-08-29,AUD,1.3241
2023-08-29,EUR,0.8953
2023-08-29,GBP,0.7652
2023-08-30,USD,1.0
2023-08-30,CAD,1.3039
2023-08-30,AUD,1.3241
2023-08-30,EUR,0.8954
2023-08-30,GBP,0.7626
2023-08-31,USD,1.0
2023-08-31,CAD,1.31
2023-08-31,AUD,1.33
2023-08-31,EUR,0.8983
2023-08-31,GBP,0.7618
2023-09-01,USD,1.0
2023-09-01,CAD,1.3129
2023-09-01,AUD,1.3279
2023-09-01,EUR,0.8972
2023-09-01,GBP,0.7541
2023-09-02,USD,1.0
2023-09-02,CAD,1.3082
2023-09-02,AUD,1.3231
2023-09-02,EUR,0.8934
2023-09-02,GBP,0.7528
2023-09-03,USD,1.0
2023-09-03,CAD,1.3082
2023-09-03,AUD,1.3231
2023-09-03,EUR,0.8934
2023-09-03,GBP,0.7528
2023-09-04,USD,1.0
2023-09-04,CAD,1.3082
2023-09-04,AUD,1.3231
2023-09-04,EUR,0.8934
2023-09-04,GBP,0.7528
2023-09-05,USD,1.0
2023-09-05,CAD,1.294
2023-09-05,AUD,1.3173
2023-09-05,EUR,0.8964
2023-09-05,GBP,0.7498
2023-09-06,USD,1.0
2023-09-06,CAD,1.2909
2023-09-06,AUD,1.3106
2023-09-06,EUR,0.8961
2023-09-06,GBP,0.7486
2023-09-07,USD,1.0
2023-09-07,CAD,1.2854
2023-09-07,AUD,1.3026
2023-09-07,EUR,0.8899
2023-09-07,GBP,0.7472
2023-09-08,USD,1.0
2023-09-08,CAD,1.2877
2023-09-08,AUD,1.2953
2023-09-08,EUR,0.8853
2023-09-08,GBP,0.7486
2023-09-09,USD,1.0
2023-09-09,CAD,1.2957
2023-09-09,AUD,1.3166
2023-09-09,EUR,0.8875
2023-09-09,GBP,0.7504
2023-09-10,USD,1.0
2023-09-10,CAD,1.2957
2023-09-10,AUD,1.3166
2023-09-10,EUR,0.8875
2023-09-10,GBP,0.7504
2023-09-11,USD,1.0
2023-09-11,CAD,1.2957
2023-09-11,AUD,1.3166
2023-09-11,EUR,0.8875
2023-09-11,GBP,0.7504
2023-09-12,USD,1.0
2023-09-12,CAD,1.3114
2023-09-12,AUD,1.3299
2023-09-12,EUR,0.8908
2023-09-12,GBP,0.7525
2023-09-13,USD,1.0
2023-09-13,CAD,1.3109
2023-09-13,AUD,1.3282
2023-09-13,EUR,0.8891
2023-09-13,GBP,0.7536
2023-09-14,USD,1.0
2023-09-14,CAD,1.3192
2023-09-14,AUD,1.3391
2023-09-14,EUR,0.8914
2023-09-14,GBP,0.7584
2023-09-15,USD,1.0
2023-09-15,CAD,1.3178
2023-09-15,AUD,1.3361
2023-09-15,EUR,0.8886
2023-09-15,GBP,0.757
2023-09-16,USD,1.0
2023-09-16,CAD,1.3199
2023-09-16,AUD,1.3316
2023-09-16,EUR,0.8908
2023-09-16,GBP,0.759
2023-09-17,USD,1.0
2023-09-17,CAD,1.3199
2023-09-17,AUD,1.3316
2023-09-17,EUR,0.8908
2023-09-17,GBP,0.759
2023-09-18,USD,1.0
2023-09-18,CAD,1.3199
2023-09-18,AUD,1.3316
2023-09-18,EUR,0.8908
2023-09-18,GBP,0.759
2023-09-19,USD,1.0
2023-09-19,CAD,1.3152
2023-09-19,AUD,1.3249
2023-09-19,EUR,0.8957
2023-09-19,GBP,0.7658
2023-09-20,USD,1.0
2023-09-20,CAD,1.3226
2023-09-20,AUD,1.3244
2023-09-20,EUR,0.8941
2023-09-20,GBP,0.7709
2023-09-21,USD,1.0
2023-09-21,CAD,1.3142
2023-09-21,AUD,1.3152
2023-09-21,EUR,0.8969
2023-09-21,GBP,0.7685
2023-09-22,USD,1.0
2023-09-22,CAD,1.3012
2023-09-22,AUD,1.3057
2023-09-22,EUR,0.8898
2023-09-22,GBP,0.7646
2023-09-23,USD,1.0
2023-09-23,CAD,1.3042
2023-09-23,AUD,1.3095
2023-09-23,EUR,0.8917
2023-09-23,GBP,0.7708
2023-09-24,USD,1.0
2023-09-24,CAD,1.3042
2023-09-24,AUD,1.3095
2023-09-24,EUR,0.8917
2023-09-24,GBP,0.7708
2023-09-25,USD,1.0
2023-09-25,CAD,1.3042
2023-09-25,AUD,1.3095
2023-09-25,EUR,0.8917
2023-09-25,GBP,0.7708
2023-09-26,USD,1.0
2023-09-26,CAD,1.3164
2023-09-26,AUD,1.3098
2023-09-26,EUR,0.8879
2023-09-26,GBP,0.7733
2023-09-27,USD,1.0
2023-09-27,CAD,1.3256
2023-09-27,AUD,1.3067
2023-09-27,EUR,0.8913
2023-09-27,GBP,0.7702
2023-09-28,USD,1.0
2023-09-28,CAD,1.3211
2023-09-28,AUD,1.304
2023-09-28,EUR,0.8909
2023-09-28,GBP,0.768
2023-09-29,USD,1.0
2023-09-29,CAD,1.3085
2023-09-29,AUD,1.3049
2023-09-29,EUR,0.8912
2023-09-29,GBP,0.7676
2023-09-30,USD,1.0
2023-09-30,CAD,1.3162
2023-09-30,AUD,1.3132
2023-09-30,EUR,0.896
2023-09-30,GBP,0.7715
2023-10-01,USD,1.0
2023-10-01,CAD,1.3162
2023-10-01,AUD,1.3132
2023-10-01,EUR,0.896
2023-10-01,GBP,0.7715
2023-10-02,USD,1.0
2023-10-02,CAD,1.3162
2023-10-02,AUD,1.3132
2023-10-02,EUR,0.896
2023-10-02,GBP,0.7715
2023-10-03,USD,1.0
2023-10-03,CAD,1.3085
2023-10-03,AUD,1.3028
2023-10-03,EUR,0.89
2023-10-03,GBP,0.7771
2023-10-04,USD,1.0
2023-10-04,CAD,1.3168
2023-10-04,AUD,1.3049
2023-10-04,EUR,0.896
2023-10-04,GBP,0.7843
2023-10-05,USD,1.0
2023-10-05,CAD,1.3216
2023-10-05,AUD,1.3132
2023-10-05,EUR,0.892
2023-10-05,GBP,0.7863
2023-10-06,USD,1.0
2023-10-06,CAD,1.3204
2023-10-06,AUD,1.3198
2023-10-06,EUR,0.8941
2023-10-06,GBP,0.7897
2023-10-07,USD,1.0
2023-10-07,CAD,1.3271
2023-10-07,AUD,1.3192
2023-10-07,EUR,0.8977
2023-10-07,GBP,0.8111
2023-10-08,USD,1.0
2023-10-08,CAD,1.3271
2023-10-08,AUD,1.3192
2023-10-08,EUR,0.8977
2023-10-08,GBP,0.8111
2023-10-09,USD,1.0
2023-10-09,CAD,1.3271
2023-10-09,AUD,1.3192
2023-10-09,EUR,0.8977
2023-10-09,GBP,0.8111
2023-10-10,USD,1.0
2023-10-10,CAD,1.3253
2023-10-10,AUD,1.3163
2023-10-10,EUR,0.8961
2023-10-10,GBP,0.8071
2023-10-11,USD,1.0
2023-10-11,CAD,1.3226
2023-10-11,AUD,1.3249
2023-10-11,EUR,0.9026
2023-10-11,GBP,0.8145
2023-10-12,USD,1.0
2023-10-12,CAD,1.3247
2023-10-12,AUD,1.3206
2023-10-12,EUR,0.9074
2023-10-12,GBP,0.8166
2023-10-13,USD,1.0
2023-10-13,CAD,1.3245
2023-10-13,AUD,1.3231
2023-10-13,EUR,0.906
2023-10-13,GBP,0.8193
2023-10-14,USD,1.0
2023-10-14,CAD,1.3166
2023-10-14,AUD,1.3108
2023-10-14,EUR,0.9089
2023-10-14,GBP,0.8172
2023-10-15,USD,1.0
2023-10-15,CAD,1.3166
2023-10-15,AUD,1.3108
2023-10-15,EUR,0.9089
2023-10-15,GBP,0.8172
2023-10-16,USD,1.0
2023-10-16,CAD,1.3166
2023-10-16,AUD,1.3108
2023-10-16,EUR,0.9089
2023-10-16,GBP,0.8172
2023-10-17,USD,1.0
2023-10-17,CAD,1.3128
2023-10-17,AUD,1.3131
2023-10-17,EUR,0.9096
2023-10-17,GBP,0.823
2023-10-18,USD,1.0
2023-10-18,CAD,1.3083
2023-10-18,AUD,1.3037
2023-10-18,EUR,0.9097
2023-10-18,GBP,0.8147
2023-10-19,USD,1.0
2023-10-19,CAD,1.308
2023-10-19,AUD,1.3023
2023-10-19,EUR,0.9108
2023-10-19,GBP,0.8137
2023-10-20,USD,1.0
2023-10-20,CAD,1.3169
2023-10-20,AUD,1.3036
2023-10-20,EUR,0.9107
2023-10-20,GBP,0.8157
2023-10-21,USD,1.0
2023-10-21,CAD,1.3229
2023-10-21,AUD,1.3107
2023-10-21,EUR,0.9186
2023-10-21,GBP,0.8205
2023-10-22,USD,1.0
2023-10-22,CAD,1.3229
2023-10-22,AUD,1.3107
2023-10-22,EUR,0.9186
2023-10-22,GBP,0.8205
2023-10-23,USD,1.0
2023-10-23,CAD,1.3229
2023-10-23,AUD,1.3107
2023-10-23,EUR,0.9186
2023-10-23,GBP,0.8205
2023-10-24,USD,1.0
2023-10-24,CAD,1.3357
2023-10-24,AUD,1.3114
2023-10-24,EUR,0.9182
2023-10-24,GBP,0.8173
2023-10-25,USD,1.0
2023-10-25,CAD,1.3317
2023-10-25,AUD,1.3088
2023-10-25,EUR,0.9198
2023-10-25,GBP,0.8186
2023-10-26,USD,1.0
2023-10-26,CAD,1.3366
2023-10-26,AUD,1.3016
2023-10-26,EUR,0.9153
2023-10-26,GBP,0.8189
2023-10-27,USD,1.0
2023-10-27,CAD,1.3366
2023-10-27,AUD,1.3123
2023-10-27,EUR,0.9152
2023-10-27,GBP,0.8159
2023-10-28,USD,1.0
2023-10-28,CAD,1.3389
2023-10-28,AUD,1.3206
2023-10-28,EUR,0.9156
2023-10-28,GBP,0.8232
2023-10-29,USD,1.0
2023-10-29,CAD,1.3389
2023-10-29,AUD,1.3206
2023-10-29,EUR,0.9156
2023-10-29,GBP,0.8232
2023-10-30,USD,1.0
2023-10-30,CAD,1.3389
2023-10-30,AUD,1.3206
2023-10-30,EUR,0.9156
2023-10-30,GBP,0.8232
2023-10-31,USD,1.0
2023-10-31,CAD,1.3398
2023-10-31,AUD,1.3153
2023-10-31,EUR,0.9136
2023-10-31,GBP,0.8227
2023-11-01,USD,1.0
2023-11-01,CAD,1.3361
2023-11-01,AUD,1.3008
2023-11-01,EUR,0.907
2023-11-01,GBP,0.8179
2023-11-02,USD,1.0
2023-11-02,CAD,1.3375
2023-11-02,AUD,1.305
2023-11-02,EUR,0.9013
2023-11-02,GBP,0.8117
2023-11-03,USD,1.0
2023-11-03,CAD,1.3389
2023-11-03,AUD,1.3046
2023-11-03,EUR,0.9038
2023-11-03,GBP,0.8013
2023-11-04,USD,1.0
2023-11-04,CAD,1.3433
2023-11-04,AUD,1.3015
2023-11-04,EUR,0.9015
2023-11-04,GBP,0.8006
2023-11-05,USD,1.0
2023-11-05,CAD,1.3433
2023-11-05,AUD,1.3015
2023-11-05,EUR,0.9015
2023-11-05,GBP,0.8006
2023-11-06,USD,1.0
2023-11-06,CAD,1.3433
2023-11-06,AUD,1.3015
2023-11-06,EUR,0.9015
2023-11-06,GBP,0.8006
2023-11-07,USD,1.0
2023-11-07,CAD,1.3391
2023-11-07,AUD,1.3015
2023-11-07,EUR,0.904
2023-11-07,GBP,0.8049
2023-11-08,USD,1.0
2023-11-08,CAD,1.3368
2023-11-08,AUD,1.2984
2023-11-08,EUR,0.906
2023-11-08,GBP,0.8071
2023-11-09,USD,1.0
2023-11-09,CAD,1.3426
2023-11-09,AUD,1.3007
2023-11-09,EUR,0.9073
2023-11-09,GBP,0.8077
2023-11-10,USD,1.0
2023-11-10,CAD,1.3482
2023-11-10,AUD,1.3158
2023-11-10,EUR,0.9179
2023-11-10,GBP,0.8057
2023-11-11,USD,1.0
2023-11-11,CAD,1.3491
2023-11-11,AUD,1.3149
2023-11-11,EUR,0.9171
2023-11-11,GBP,0.7899
2023-11-12,USD,1.0
2023-11-12,CAD,1.3491
2023-11-12,AUD,1.3149
2023-11-12,EUR,0.9171
2023-11-12,GBP,0.7899
2023-11-13,USD,1.0
2023-11-13,CAD,1.3491
2023-11-13,AUD,1.3149
2023-11-13,EUR,0.9171
2023-11-13,GBP,0.7899
2023-11-14,USD,1.0
2023-11-14,CAD,1.3538
2023-11-14,AUD,1.3247
2023-11-14,EUR,0.9279
2023-11-14,GBP,0.7979
2023-11-15,USD,1.0
2023-11-15,CAD,1.3525
2023-11-15,AUD,1.3228
2023-11-15,EUR,0.9289
2023-11-15,GBP,0.8048
2023-11-16,USD,1.0
2023-11-16,CAD,1.3479
2023-11-16,AUD,1.3393
2023-11-16,EUR,0.9344
2023-11-16,GBP,0.8046
2023-11-17,USD,1.0
2023-11-17,CAD,1.3426
2023-11-17,AUD,1.3398
2023-11-17,EUR,0.9331
2023-11-17,GBP,0.803
2023-11-18,USD,1.0
2023-11-18,CAD,1.3515
2023-11-18,AUD,1.3525
2023-11-18,EUR,0.9408
2023-11-18,GBP,0.8112
2023-11-19,USD,1.0
2023-11-19,CAD,1.3515
2023-11-19,AUD,1.3525
2023-11-19,EUR,0.9408
2023-11-19,GBP,0.8112
2023-11-20,USD,1.0
2023-11-20,CAD,1.3515
2023-11-20,AUD,1.3525
2023-11-20,EUR,0.9408
2023-11-20,GBP,0.8112
2023-11-21,USD,1.0
2023-11-21,CAD,1.3459
2023-11-21,AUD,1.3568
2023-11-21,EUR,0.9406
2023-11-21,GBP,0.8064
2023-11-22,USD,1.0
2023-11-22,CAD,1.3403
2023-11-22,AUD,1.3518
2023-11-22,EUR,0.9419
2023-11-22,GBP,0.8046
2023-11-23,USD,1.0
2023-11-23,CAD,1.345
2023-11-23,AUD,1.3482
2023-11-23,EUR,0.9432
2023-11-23,GBP,0.8054
2023-11-24,USD,1.0
2023-11-24,CAD,1.3493
2023-11-24,AUD,1.3532
2023-11-24,EUR,0.948
2023-11-24,GBP,0.8039
2023-11-25,USD,1.0
2023-11-25,CAD,1.3491
2023-11-25,AUD,1.3435
2023-11-25,EUR,0.9441
2023-11-25,GBP,0.8042
2023-11-26,USD,1.0
2023-11-26,CAD,1.3491
2023-11-26,AUD,1.3435
2023-11-26,EUR,0.9441
2023-11-26,GBP,0.8042
2023-11-27,USD,1.0
2023-11-27,CAD,1.3491
2023-11-27,AUD,1.3435
2023-11-27,EUR,0.9441
2023-11-27,GBP,0.8042
2023-11-28,USD,1.0
2023-11-28,CAD,1.3451
2023-11-28,AUD,1.3406
2023-11-28,EUR,0.9445
2023-11-28,GBP,0.8057
2023-11-29,USD,1.0
2023-11-29,CAD,1.3457
2023-11-29,AUD,1.3436
2023-11-29,EUR,0.9455
2023-11-29,GBP,0.802
2023-11-30,USD,1.0
2023-11-30,CAD,1.3383
2023-11-30,AUD,1.3438
2023-11-30,EUR,0.9403
2023-11-30,GBP,0.8016
2023-12-01,USD,1.0
2023-12-01,CAD,1.34
2023-12-01,AUD,1.353
2023-12-01,EUR,0.941
2023-12-01,GBP,0.7914
2023-12-02,USD,1.0
2023-12-02,CAD,1.3303
2023-12-02,AUD,1.3468
2023-12-02,EUR,0.9397
2023-12-02,GBP,0.7922
2023-12-03,USD,1.0
2023-12-03,CAD,1.3303
2023-12-03,AUD,1.3468
2023-12-03,EUR,0.9397
2023-12-03,GBP,0.7922
2023-12-04,USD,1.0
2023-12-04,CAD,1.3303
2023-12-04,AUD,1.3468
2023-12-04,EUR,0.9397
2023-12-04,GBP,0.7922
2023-12-05,USD,1.0
2023-12-05,CAD,1.3306
2023-12-05,AUD,1.3447
2023-12-05,EUR,0.9344
2023-12-05,GBP,0.7865
2023-12-06,USD,1.0
2023-12-06,CAD,1.3268
2023-12-06,AUD,1.3411
2023-12-06,EUR,0.9316
2023-12-06,GBP,0.7845
2023-12-07,USD,1.0
2023-12-07,CAD,1.3273
2023-12-07,AUD,1.3428
2023-12-07,EUR,0.932
2023-12-07,GBP,0.7931
2023-12-08,USD,1.0
2023-12-08,CAD,1.3215
2023-12-08,AUD,1.3386
2023-12-08,EUR,0.9292
2023-12-08,GBP,0.7898
2023-12-09,USD,1.0
2023-12-09,CAD,1.3177
2023-12-09,AUD,1.3392
2023-12-09,EUR,0.9471
2023-12-09,GBP,0.7949
2023-12-10,USD,1.0
2023-12-10,CAD,1.3177
2023-12-10,AUD,1.3392
2023-12-10,EUR,0.9471
2023-12-10,GBP,0.7949
2023-12-11,USD,1.0
2023-12-11,CAD,1.3177
2023-12-11,AUD,1.3392
2023-12-11,EUR,0.9471
2023-12-11,GBP,0.7949
2023-12-12,USD,1.0
2023-12-12,CAD,1.3135
2023-12-12,AUD,1.3377
2023-12-12,EUR,0.9438
2023-12-12,GBP,0.7918
2023-12-13,USD,1.0
2023-12-13,CAD,1.3121
2023-12-13,AUD,1.3341
2023-12-13,EUR,0.9425
2023-12-13,GBP,0.7869
2023-12-14,USD,1.0
2023-12-14,CAD,1.3116
2023-12-14,AUD,1.3319
2023-12-14,EUR,0.9395
2023-12-14,GBP,0.7888
2023-12-15,USD,1.0
2023-12-15,CAD,1.3343
2023-12-15,AUD,1.3542
2023-12-15,EUR,0.9598
2023-12-15,GBP,0.8024
2023-12-16,USD,1.0
2023-12-16,CAD,1.3373
2023-12-16,AUD,1.364
2023-12-16,EUR,0.9579
2023-12-16,GBP,0.8036
2023-12-17,USD,1.0
2023-12-17,CAD,1.3373
2023-12-17,AUD,1.364
2023-12-17,EUR,0.9579
2023-12-17,GBP,0.8036
2023-12-18,USD,1.0
2023-12-18,CAD,1.3373
2023-12-18,AUD,1.364
2023-12-18,EUR,0.9579
2023-12-18,GBP,0.8036
2023-12-19,USD,1.0
2023-12-19,CAD,1.3382
2023-12-19,AUD,1.377
2023-12-19,EUR,0.9595
2023-12-19,GBP,0.8073
2023-12-20,USD,1.0
2023-12-20,CAD,1.3408
2023-12-20,AUD,1.3817
2023-12-20,EUR,0.9649
2023-12-20,GBP,0.8103
2023-12-21,USD,1.0
2023-12-21,CAD,1.3369
2023-12-21,AUD,1.3763
2023-12-21,EUR,0.9596
2023-12-21,GBP,0.8084
2023-12-22,USD,1.0
2023-12-22,CAD,1.3468
2023-12-22,AUD,1.3855
2023-12-22,EUR,0.9575
2023-12-22,GBP,0.8105
2023-12-23,USD,1.0
2023-12-23,CAD,1.3514
2023-12-23,AUD,1.3944
2023-12-23,EUR,0.9573
2023-12-23,GBP,0.8164
2023-12-24,USD,1.0
2023-12-24,CAD,1.3514
2023-12-24,AUD,1.3944
2023-12-24,EUR,0.9573
2023-12-24,GBP,0.8164
2023-12-25,USD,1.0
2023-12-25,CAD,1.3514
2023-12-25,AUD,1.3944
2023-12-25,EUR,0.9573
2023-12-25,GBP,0.8164
2023-12-26,USD,1.0
2023-12-26,CAD,1.3514
2023-12-26,AUD,1.3944
2023-12-26,EUR,0.9573
2023-12-26,GBP,0.8164
2023-12-27,USD,1.0
2023-12-27,CAD,1.3534
2023-12-27,AUD,1.3913
2023-12-27,EUR,0.9574
2023-12-27,GBP,0.8167
2023-12-28,USD,1.0
2023-12-28,CAD,1.3575
2023-12-28,AUD,1.3933
2023-12-28,EUR,0.9614
2023-12-28,GBP,0.8185
2023-12-29,USD,1.0
2023-12-29,CAD,1.3541
2023-12-29,AUD,1.3876
2023-12-29,EUR,0.9567
2023-12-29,GBP,0.816
2023-12-30,USD,1.0
2023-12-30,CAD,1.346
2023-12-30,AUD,1.3847
2023-12-30,EUR,0.9487
2023-12-30,GBP,0.8122
2023-12-31,USD,1.0
2023-12-31,CAD,1.346
2023-12-31,AUD,1.3847
2023-12-31,EUR,0.9487
2023-12-31,GBP,0.8122
2024-01-01,USD,1.0
2024-01-01,CAD,1.346
2024-01-01,AUD,1.3847
2024-01-01,EUR,0.9487
2024-01-01,GBP,0.8122
2024-01-02,USD,1.0
2024-01-02,CAD,1.3445
2024-01-02,AUD,1.3926
2024-01-02,EUR,0.9556
2024-01-02,GBP,0.8136
2024-01-03,USD,1.0
2024-01-03,CAD,1.3444
2024-01-03,AUD,1.3854
2024-01-03,EUR,0.9629
2024-01-03,GBP,0.8143
2024-01-04,USD,1.0
2024-01-04,CAD,1.3312
2024-01-04,AUD,1.3771
2024-01-04,EUR,0.9581
2024-01-04,GBP,0.8139
2024-01-05,USD,1.0
2024-01-05,CAD,1.33
2024-01-05,AUD,1.3714
2024-01-05,EUR,0.9523
2024-01-05,GBP,0.8136
2024-01-06,USD,1.0
2024-01-06,CAD,1.3258
2024-01-06,AUD,1.363
2024-01-06,EUR,0.9444
2024-01-06,GBP,0.8088
2024-01-07,USD,1.0
2024-01-07,CAD,1.3258
2024-01-07,AUD,1.363
2024-01-07,EUR,0.9444
2024-01-07,GBP,0.8088
2024-01-08,USD,1.0
2024-01-08,CAD,1.3258
2024-01-08,AUD,1.363
2024-01-08,EUR,0.9444
2024-01-08,GBP,0.8088
2024-01-09,USD,1.0
2024-01-09,CAD,1.3269
2024-01-09,AUD,1.3653
2024-01-09,EUR,0.9509
2024-01-09,GBP,0.8241
2024-01-10,USD,1.0
2024-01-10,CAD,1.3241
2024-01-10,AUD,1.3627
2024-01-10,EUR,0.9463
2024-01-10,GBP,0.8228
2024-01-11,USD,1.0
2024-01-11,CAD,1.3252
2024-01-11,AUD,1.3559
2024-01-11,EUR,0.9521
2024-01-11,GBP,0.8257
2024-01-12,USD,1.0
2024-01-12,CAD,1.3057
2024-01-12,AUD,1.3302
2024-01-12,EUR,0.9364
2024-01-12,GBP,0.8132
2024-01-13,USD,1.0
2024-01-13,CAD,1.3141
2024-01-13,AUD,1.3343
