Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Payment Method
661004,2,2023-10-22,2023-10-30,1276598,55,2098,1,USD,Credit Card
661004,3,2023-10-22,2023-10-29,1276598,55,69,4,USD,Cash
661004,4,2023-10-22,2023-10-23,1276598,55,76,2,USD,Credit Card
661005,1,2023-10-22,2023-10-30,1139316,37,437,1,GBP,Cash
661005,2,2023-10-22,2023-10-26,1139316,37,841,3,GBP,Cash
661005,3,2023-10-22,2023-10-27,1139316,37,1756,1,GBP,Credit Card
661005,4,2023-10-22,2023-10-23,1139316,37,2500,4,GBP,Credit Card
661005,5,2023-10-22,2023-10-23,1139316,37,401,1,GBP,Credit Card
661005,6,2023-10-22,2023-10-23,1139316,37,739,1,GBP,Credit Card
661005,7,2023-10-22,2023-10-23,1139316,37,1655,3,GBP,Credit Card
661006,1,2023-10-22,2023-10-30,399253,10,986,3,CAD,Credit Card
661006,2,2023-10-22,2023-10-30,399253,10,327,2,CAD,Credit Card
661006,3,2023-10-22,2023-10-25,399253,10,481,4,CAD,Credit Card
661007,1,2023-10-22,2023-10-29,1489054,0,82,4,USD,Credit Card
661009,1,2023-10-22,2023-10-28,795767,0,1577,1,EUR,Credit Card
661010,1,2023-10-22,2023-10-25,353750,8,1043,1,CAD,Credit Card
661010,2,2023-10-22,2023-10-25,353750,8,352,3,CAD,Credit Card
661010,3,2023-10-22,2023-10-27,353750,8,127,10,CAD,Credit Card
661010,4,2023-10-22,2023-10-27,353750,8,1904,7,CAD,Cash
661011,1,2023-10-22,2023-10-29,175282,6,1452,7,AUD,Cash
661012,1,2023-10-22,2023-10-28,940688,37,2046,1,GBP,Credit Card
661012,2,2023-10-22,2023-10-27,940688,37,1631,3,GBP,Credit Card
661012,3,2023-10-22,2023-10-29,940688,37,2286,1,GBP,Cash
661013,1,2023-10-22,2023-10-29,1239282,63,2032,6,USD,Credit Card
661013,2,2023-10-22,2023-10-30,1239282,63,1060,7,USD,Credit Card
661014,1,2023-10-22,2023-10-24,814141,34,1356,2,EUR,Cash
661015,1,2023-10-22,2023-10-30,1004567,36,105,6,GBP,Credit Card
661015,2,2023-10-22,2023-10-28,1004567,36,39,1,GBP,Credit Card
661015,3,2023-10-22,2023-10-27,1004567,36,1439,4,GBP,Digital Wallet
661015,4,2023-10-22,2023-10-28,1004567,36,116,1,GBP,Credit Card
662000,1,2023-10-23,2023-10-26,1138144,42,89,2,GBP,Digital Wallet
662000,2,2023-10-23,2023-10-26,1138144,42,1583,1,GBP,Credit Card
662000,3,2023-10-23,2023-10-29,1138144,42,1823,1,GBP,Credit Card
662000,4,2023-10-23,2023-10-25,1138144,42,2113,1,GBP,Credit Card
662000,5,2023-10-23,2023-10-25,1138144,42,464,1,GBP,Cash
662000,6,2023-10-23,2023-10-31,1138144,42,66,2,GBP,Credit Card
663000,1,2023-10-24,2023-10-30,1984624,43,185,4,USD,Credit Card
663001,1,2023-10-24,2023-10-29,240595,9,1631,1,CAD,Cash
663001,2,2023-10-24,2023-11-01,240595,9,2007,7,CAD,Credit Card
663001,3,2023-10-24,2023-10-28,240595,9,1614,2,CAD,Credit Card
663002,1,2023-10-24,2023-10-26,1289490,59,882,7,USD,Credit Card
663002,2,2023-10-24,2023-10-25,1289490,59,1651,6,USD,Credit Card
663002,3,2023-10-24,2023-11-01,1289490,59,763,3,USD,Digital Wallet
663003,1,2023-10-24,2023-10-27,185180,5,70,1,AUD,Credit Card
663003,3,2023-10-24,2023-11-01,185180,5,2005,7,AUD,Credit Card
663003,4,2023-10-24,2023-10-30,185180,5,1745,2,AUD,Credit Card
663003,5,2023-10-24,2023-10-25,185180,5,1988,1,AUD,Credit Card
663004,1,2023-10-24,2023-10-30,1013019,0,420,10,GBP,Credit Card
663004,2,2023-10-24,2023-10-31,1013019,0,1637,1,GBP,Credit Card
663004,3,2023-10-24,2023-10-27,1013019,0,1957,4,GBP,Digital Wallet
663005,1,2023-10-24,2023-10-27,1349069,61,1986,4,USD,Cash
663005,2,2023-10-24,2023-10-26,1349069,61,1613,1,USD,Credit Card
663006,1,2023-10-24,2023-11-01,962587,37,445,1,GBP,Credit Card
664000,1,2023-10-25,2023-10-27,1240319,63,2014,2,USD,Credit Card
664000,2,2023-10-25,2023-10-26,1240319,63,1897,1,USD,Credit Card
664000,3,2023-10-25,2023-11-02,1240319,63,1350,1,USD,Credit Card
664000,4,2023-10-25,2023-11-01,1240319,63,2055,1,USD,Credit Card
664000,5,2023-10-25,2023-10-31,1240319,63,425,6,USD,Credit Card
664000,6,2023-10-25,2023-11-01,1240319,63,1151,7,USD,Credit Card
664000,7,2023-10-25,2023-10-28,1240319,63,1632,4,USD,Digital Wallet
664001,1,2023-10-25,2023-10-26,1974339,51,1908,1,USD,Credit Card
664002,1,2023-10-25,2023-10-29,1389867,51,58,4,USD,Credit Card
664002,2,2023-10-25,2023-10-26,1389867,51,1709,2,USD,Credit Card
664003,1,2023-10-25,2023-10-30,1716357,0,1678,1,USD,Credit Card
664003,2,2023-10-25,2023-10-26,1716357,0,2492,1,USD,Digital Wallet
664003,3,2023-10-25,2023-11-01,1716357,0,160,2,USD,Credit Card
664004,1,2023-10-25,2023-10-30,1686257,0,420,3,USD,Digital Wallet
664004,2,2023-10-25,2023-10-30,1686257,0,219,2,USD,Credit Card
664005,1,2023-10-25,2023-11-02,968337,0,177,2,GBP,Credit Card
664007,1,2023-10-25,2023-11-02,316341,9,164,3,CAD,Credit Card
664008,1,2023-10-25,2023-10-30,1211608,47,1605,7,USD,Digital Wallet
665000,1,2023-10-26,2023-10-30,900387,38,1965,5,GBP,Credit Card
665000,2,2023-10-26,2023-11-03,900387,38,1611,2,GBP,Digital Wallet
665000,3,2023-10-26,2023-10-27,900387,38,2105,5,GBP,Credit Card
665001,1,2023-10-26,2023-11-02,1163647,37,432,6,GBP,Credit Card
665001,2,2023-10-26,2023-10-27,1163647,37,1992,1,GBP,Credit Card
665001,3,2023-10-26,2023-10-30,1163647,37,1122,4,GBP,Credit Card
665001,4,2023-10-26,2023-10-29,1163647,37,1453,1,GBP,Credit Card
665001,5,2023-10-26,2023-10-28,1163647,37,2505,6,GBP,Cash
665001,6,2023-10-26,2023-11-02,1163647,37,2077,2,GBP,Credit Card
665001,7,2023-10-26,2023-11-03,1163647,37,79,3,GBP,Credit Card
665002,1,2023-10-26,2023-11-02,1361542,65,692,1,USD,Credit Card
665002,2,2023-10-26,2023-10-27,1361542,65,83,10,USD,Credit Card
665003,1,2023-10-26,2023-10-28,552079,23,1745,5,EUR,Credit Card
665003,2,2023-10-26,2023-11-01,552079,23,76,1,EUR,Credit Card
665003,3,2023-10-26,2023-11-01,552079,23,440,3,EUR,Cash
665003,4,2023-10-26,2023-11-03,552079,23,1795,2,EUR,Credit Card
665003,5,2023-10-26,2023-10-30,552079,23,435,9,EUR,Cash
665003,6,2023-10-26,2023-11-01,552079,23,571,2,EUR,Credit Card
665004,1,2023-10-26,2023-11-02,1633913,63,1646,4,USD,Credit Card
665004,2,2023-10-26,2023-11-01,1633913,63,1135,9,USD,Credit Card
665004,3,2023-10-26,2023-10-29,1633913,63,100,4,USD,Cash
665005,1,2023-10-26,2023-10-29,1880655,0,1377,7,USD,Cash
665005,2,2023-10-26,2023-11-03,1880655,0,167,3,USD,Credit Card
665006,1,2023-10-26,2023-10-29,754804,29,1649,7,EUR,Credit Card
665006,2,2023-10-26,2023-11-01,754804,29,1225,2,EUR,Credit Card
665006,3,2023-10-26,2023-10-30,754804,29,1575,1,EUR,Digital Wallet
665007,1,2023-10-26,2023-10-31,971666,36,1607,1,GBP,Cash
665007,2,2023-10-26,2023-10-31,971666,36,61,2,GBP,Credit Card
665007,3,2023-10-26,2023-11-03,971666,36,64,3,GBP,Credit Card
665007,4,2023-10-26,2023-10-28,971666,36,1600,2,GBP,Cash
665009,1,2023-10-26,2023-10-31,2083671,50,139,3,USD,Credit Card
665009,2,2023-10-26,2023-10-31,2083671,50,1661,6,USD,Credit Card
665009,3,2023-10-26,2023-10-29,2083671,50,1958,4,USD,Credit Card
665009,4,2023-10-26,2023-10-29,2083671,50,642,2,USD,Credit Card
665009,5,2023-10-26,2023-11-01,2083671,50,418,3,USD,Digital Wallet
665009,6,2023-10-26,2023-11-03,2083671,50,176,1,USD,Digital Wallet
665009,7,2023-10-26,2023-10-28,2083671,50,1580,8,USD,Credit Card
665010,1,2023-10-26,2023-11-03,810900,31,429,3,EUR,Credit Card
665010,2,2023-10-26,2023-10-27,810900,31,423,1,EUR,Cash
666000,1,2023-10-27,2023-11-03,1265799,0,1422,2,USD,Credit Card
666000,2,2023-10-27,2023-10-29,1265799,0,1690,5,USD,Credit Card
666001,1,2023-10-27,2023-10-29,1497719,56,2303,5,USD,Credit Card
666001,2,2023-10-27,2023-10-31,1497719,56,1762,2,USD,Credit Card
666002,1,2023-10-27,2023-11-04,1478150,43,1698,8,USD,Credit Card
666003,1,2023-10-27,2023-11-02,1391155,0,458,10,USD,Credit Card
666003,2,2023-10-27,2023-10-31,1391155,0,1610,2,USD,Credit Card
666003,3,2023-10-27,2023-10-29,1391155,0,1803,3,USD,Digital Wallet
666003,4,2023-10-27,2023-10-29,1391155,0,2033,1,USD,Digital Wallet
666006,1,2023-10-27,2023-10-29,737216,28,420,1,EUR,Cash
666007,1,2023-10-27,2023-11-01,1808265,45,946,3,USD,Credit Card
666007,2,2023-10-27,2023-11-04,1808265,45,2137,9,USD,Credit Card
666007,3,2023-10-27,2023-11-03,1808265,45,1098,2,USD,Cash
666008,1,2023-10-27,2023-11-03,946737,42,2048,1,GBP,Digital Wallet
666008,2,2023-10-27,2023-10-31,946737,42,126,2,GBP,Credit Card
666009,1,2023-10-27,2023-10-29,734455,30,2495,6,EUR,Credit Card
666009,2,2023-10-27,2023-11-03,734455,30,2048,8,EUR,Credit Card
666009,3,2023-10-27,2023-10-30,734455,30,1389,1,EUR,Credit Card
666009,4,2023-10-27,2023-11-04,734455,30,2366,3,EUR,Credit Card
666010,1,2023-10-27,2023-11-03,714362,29,1587,8,EUR,Digital Wallet
666011,1,2023-10-27,2023-11-02,1756350,47,115,7,USD,Credit Card
666011,3,2023-10-27,2023-11-04,1756350,47,421,1,USD,Credit Card
666011,4,2023-10-27,2023-11-02,1756350,47,168,2,USD,Digital Wallet
667000,1,2023-10-28,2023-11-04,1880727,0,1126,2,USD,Credit Card
667000,2,2023-10-28,2023-10-31,1880727,0,1425,3,USD,Digital Wallet
667000,3,2023-10-28,2023-11-03,1880727,0,2094,3,USD,Credit Card
667001,1,2023-10-28,2023-11-02,755462,28,2299,2,EUR,Digital Wallet
667002,1,2023-10-28,2023-11-04,1843318,55,1644,4,USD,Credit Card
667002,2,2023-10-28,2023-11-02,1843318,55,47,1,USD,Digital Wallet
667004,1,2023-10-28,2023-11-04,1828828,51,1634,1,USD,Credit Card
667004,2,2023-10-28,2023-10-29,1828828,51,1610,1,USD,Credit Card
667005,1,2023-10-28,2023-10-29,1322851,54,1867,2,USD,Credit Card
667005,2,2023-10-28,2023-10-29,1322851,54,1168,7,USD,Credit Card
667005,3,2023-10-28,2023-11-03,1322851,54,1645,3,USD,Credit Card
667005,4,2023-10-28,2023-11-02,1322851,54,131,3,USD,Digital Wallet
667005,5,2023-10-28,2023-11-02,1322851,54,1610,7,USD,Credit Card
667006,1,2023-10-28,2023-11-02,1979728,55,1602,6,USD,Credit Card
667006,2,2023-10-28,2023-10-31,1979728,55,160,3,USD,Credit Card
667007,1,2023-10-28,2023-11-02,1631443,56,156,3,USD,Cash
667007,2,2023-10-28,2023-10-31,1631443,56,137,3,USD,Credit Card
667008,1,2023-10-28,2023-10-29,1566742,43,1642,2,USD,Digital Wallet
668000,1,2023-10-29,2023-10-30,213262,10,454,1,CAD,Credit Card
668001,1,2023-10-29,2023-11-04,1904309,43,1653,1,USD,Credit Card
668001,2,2023-10-29,2023-11-05,1904309,43,459,3,USD,Credit Card
668002,1,2023-10-29,2023-10-30,1199657,36,1797,2,GBP,Cash
668003,1,2023-10-29,2023-11-05,344691,10,1190,1,CAD,Credit Card
668003,2,2023-10-29,2023-11-05,344691,10,1729,2,CAD,Cash
668004,1,2023-10-29,2023-11-06,1451919,55,1062,6,USD,Credit Card
668004,2,2023-10-29,2023-11-04,1451919,55,296,1,USD,Credit Card
668005,1,2023-10-29,2023-10-31,2035543,0,528,2,USD,Digital Wallet
668006,1,2023-10-29,2023-10-31,1867252,59,1175,3,USD,Credit Card
668006,2,2023-10-29,2023-11-02,1867252,59,154,5,USD,Credit Card
668006,3,2023-10-29,2023-11-06,1867252,59,1464,3,USD,Cash
668007,1,2023-10-29,2023-11-04,710673,28,2053,2,EUR,Credit Card
668007,2,2023-10-29,2023-11-02,710673,28,1048,4,EUR,Credit Card
668008,1,2023-10-29,2023-11-02,1431002,0,1656,7,USD,Credit Card
668008,2,2023-10-29,2023-11-06,1431002,0,2028,4,USD,Digital Wallet
668008,3,2023-10-29,2023-10-31,1431002,0,1612,7,USD,Digital Wallet
668010,1,2023-10-29,2023-11-04,1791044,56,2094,1,USD,Credit Card
668012,1,2023-10-29,2023-10-31,2064083,44,1311,3,USD,Credit Card
668013,1,2023-10-29,2023-11-02,1018850,41,2418,3,GBP,Credit Card
668013,2,2023-10-29,2023-11-04,1018850,41,90,1,GBP,Digital Wallet
668014,1,2023-10-29,2023-11-02,1251181,66,1658,4,USD,Credit Card
668014,2,2023-10-29,2023-11-03,1251181,66,436,2,USD,Cash
668014,3,2023-10-29,2023-11-06,1251181,66,1739,2,USD,Credit Card
668015,1,2023-10-29,2023-11-05,1599683,57,1061,8,USD,Credit Card
668015,2,2023-10-29,2023-11-04,1599683,57,1322,1,USD,Credit Card
668015,3,2023-10-29,2023-11-04,1599683,57,182,2,USD,Credit Card
668015,4,2023-10-29,2023-11-05,1599683,57,1291,10,USD,Cash
669000,1,2023-10-30,2023-11-03,298606,0,1457,5,CAD,Cash
669000,2,2023-10-30,2023-11-04,298606,0,1606,1,CAD,Credit Card
669000,3,2023-10-30,2023-11-02,298606,0,1626,1,CAD,Credit Card
669000,4,2023-10-30,2023-11-06,298606,0,116,5,CAD,Digital Wallet
670000,1,2023-10-31,2023-11-08,656319,0,1824,7,EUR,Credit Card
670000,2,2023-10-31,2023-11-02,656319,0,31,2,EUR,Credit Card
670000,4,2023-10-31,2023-11-04,656319,0,151,2,EUR,Credit Card
670001,1,2023-10-31,2023-11-07,2067182,55,579,2,USD,Digital Wallet
670001,2,2023-10-31,2023-11-07,2067182,55,2108,5,USD,Credit Card
670001,3,2023-10-31,2023-11-06,2067182,55,967,1,USD,Digital Wallet
670001,4,2023-10-31,2023-11-02,2067182,55,1619,2,USD,Cash
670002,1,2023-10-31,2023-11-02,948844,42,1524,6,GBP,Cash
670002,2,2023-10-31,2023-11-08,948844,42,1054,3,GBP,Digital Wallet
670002,3,2023-10-31,2023-11-02,948844,42,1628,4,GBP,Cash
670003,1,2023-10-31,2023-11-07,880261,31,2086,6,EUR,Credit Card
670003,2,2023-10-31,2023-11-03,880261,31,1393,1,EUR,Credit Card
670004,1,2023-10-31,2023-11-01,885896,34,291,4,EUR,Credit Card
670005,1,2023-10-31,2023-11-04,1054404,0,1751,6,GBP,Credit Card
670005,2,2023-10-31,2023-11-01,1054404,0,2100,7,GBP,Credit Card
670006,1,2023-10-31,2023-11-07,1173060,40,2018,3,GBP,Credit Card
670006,2,2023-10-31,2023-11-01,1173060,40,85,1,GBP,Credit Card
671000,1,2023-11-01,2023-11-08,1479035,65,109,1,USD,Credit Card
671001,1,2023-11-01,2023-11-02,1604064,47,1328,2,USD,Digital Wallet
671001,2,2023-11-01,2023-11-03,1604064,47,166,1,USD,Cash
671002,1,2023-11-01,2023-11-06,235133,9,1580,7,CAD,Digital Wallet
671003,1,2023-11-01,2023-11-03,795887,0,50,4,EUR,Credit Card
671003,2,2023-11-01,2023-11-03,795887,0,2380,2,EUR,Credit Card
671003,3,2023-11-01,2023-11-09,795887,0,1302,2,EUR,Credit Card
671004,1,2023-11-01,2023-11-07,2062180,59,1619,4,USD,Credit Card
671005,1,2023-11-01,2023-11-07,282098,9,2111,1,CAD,Credit Card
671006,1,2023-11-01,2023-11-02,291985,9,1209,2,CAD,Credit Card
671006,2,2023-11-01,2023-11-08,291985,9,1095,1,CAD,Credit Card
671007,1,2023-11-01,2023-11-09,1647358,0,1875,3,USD,Cash
671007,2,2023-11-01,2023-11-03,1647358,0,1357,1,USD,Cash
671007,3,2023-11-01,2023-11-09,1647358,0,1330,1,USD,Credit Card
671007,4,2023-11-01,2023-11-02,1647358,0,1792,5,USD,Credit Card
671008,1,2023-11-01,2023-11-07,432814,27,117,3,EUR,Credit Card
671008,2,2023-11-01,2023-11-06,432814,27,24,4,EUR,Credit Card
672000,1,2023-11-02,2023-11-06,2007321,54,1585,7,USD,Digital Wallet
672000,2,2023-11-02,2023-11-03,2007321,54,1064,10,USD,Digital Wallet
672001,1,2023-11-02,2023-11-10,1431715,0,179,3,USD,Credit Card
672001,3,2023-11-02,2023-11-07,1431715,0,2111,3,USD,Credit Card
672002,1,2023-11-02,2023-11-06,1193732,0,1471,1,GBP,Credit Card
672002,2,2023-11-02,2023-11-05,1193732,0,1807,1,GBP,Credit Card
672002,3,2023-11-02,2023-11-03,1193732,0,2235,3,GBP,Digital Wallet
672002,4,2023-11-02,2023-11-03,1193732,0,162,2,GBP,Cash
672002,5,2023-11-02,2023-11-05,1193732,0,1408,3,GBP,Credit Card
672004,1,2023-11-02,2023-11-05,1145201,36,733,2,GBP,Credit Card
672005,1,2023-11-02,2023-11-03,1560282,0,1574,2,USD,Cash
672006,1,2023-11-02,2023-11-05,2072158,59,470,2,USD,Credit Card
672006,2,2023-11-02,2023-11-04,2072158,59,1965,3,USD,Credit Card
672007,1,2023-11-02,2023-11-06,1099807,37,1426,3,GBP,Credit Card
672007,2,2023-11-02,2023-11-06,1099807,37,1638,1,GBP,Credit Card
672007,3,2023-11-02,2023-11-06,1099807,37,109,1,GBP,Credit Card
672007,4,2023-11-02,2023-11-04,1099807,37,1635,2,GBP,Credit Card
672007,5,2023-11-02,2023-11-09,1099807,37,2133,1,GBP,Credit Card
672007,6,2023-11-02,2023-11-05,1099807,37,1579,4,GBP,Credit Card
672007,7,2023-11-02,2023-11-07,1099807,37,1141,6,GBP,Credit Card
672008,1,2023-11-02,2023-11-05,287877,10,422,2,CAD,Cash
672008,2,2023-11-02,2023-11-03,287877,10,637,4,CAD,Credit Card
672009,1,2023-11-02,2023-11-08,1262429,56,1657,1,USD,Cash
672010,1,2023-11-02,2023-11-10,1589810,63,1612,2,USD,Credit Card
672010,2,2023-11-02,2023-11-10,1589810,63,1651,3,USD,Credit Card
672011,1,2023-11-02,2023-11-06,1196380,0,121,1,GBP,Cash
672011,2,2023-11-02,2023-11-05,1196380,0,1632,4,GBP,Credit Card
673000,1,2023-11-03,2023-11-08,1702256,64,2107,1,USD,Credit Card
673000,2,2023-11-03,2023-11-04,1702256,64,1040,4,USD,Credit Card
673000,3,2023-11-03,2023-11-05,1702256,64,1617,2,USD,Credit Card
673001,1,2023-11-03,2023-11-10,527547,23,291,7,EUR,Cash
673002,1,2023-11-03,2023-11-05,1775819,47,1218,4,USD,Credit Card
673003,1,2023-11-03,2023-11-08,1870208,47,1617,1,USD,Credit Card
673003,2,2023-11-03,2023-11-04,1870208,47,440,1,USD,Credit Card
673003,3,2023-11-03,2023-11-07,1870208,47,1080,4,USD,Credit Card
673003,4,2023-11-03,2023-11-06,1870208,47,453,1,USD,Cash
673004,1,2023-11-03,2023-11-04,1976633,66,1660,2,USD,Credit Card
673004,2,2023-11-03,2023-11-11,1976633,66,652,1,USD,Credit Card
673006,1,2023-11-03,2023-11-10,443858,20,2105,3,EUR,Credit Card
673007,1,2023-11-03,2023-11-05,932748,39,98,4,GBP,Credit Card
673007,3,2023-11-03,2023-11-10,932748,39,149,1,GBP,Credit Card
673007,4,2023-11-03,2023-11-10,932748,39,2459,1,GBP,Credit Card
673008,1,2023-11-03,2023-11-08,114916,6,18,1,AUD,Credit Card
673008,3,2023-11-03,2023-11-08,114916,6,1046,1,AUD,Cash
673008,4,2023-11-03,2023-11-06,114916,6,2055,4,AUD,Cash
673010,1,2023-11-03,2023-11-08,1090259,36,180,1,GBP,Credit Card
673011,1,2023-11-03,2023-11-08,1326094,63,141,1,USD,Credit Card
673011,2,2023-11-03,2023-11-04,1326094,63,1538,7,USD,Credit Card
673011,3,2023-11-03,2023-11-11,1326094,63,152,2,USD,Credit Card
674000,1,2023-11-04,2023-11-08,1887153,45,1619,1,USD,Digital Wallet
674000,2,2023-11-04,2023-11-07,1887153,45,1666,2,USD,Digital Wallet
674000,3,2023-11-04,2023-11-05,1887153,45,90,2,USD,Credit Card
674000,4,2023-11-04,2023-11-08,1887153,45,1768,2,USD,Credit Card
674001,1,2023-11-04,2023-11-11,1419573,48,1749,2,USD,Credit Card
674001,2,2023-11-04,2023-11-05,1419573,48,1932,2,USD,Credit Card
674001,3,2023-11-04,2023-11-10,1419573,48,73,7,USD,Credit Card
674001,5,2023-11-04,2023-11-05,1419573,48,442,2,USD,Credit Card
674001,6,2023-11-04,2023-11-09,1419573,48,1512,9,USD,Credit Card
674001,7,2023-11-04,2023-11-08,1419573,48,236,1,USD,Credit Card
674002,1,2023-11-04,2023-11-07,2074628,65,1998,4,USD,Credit Card
674003,1,2023-11-04,2023-11-07,1111119,0,1852,8,GBP,Credit Card
674003,2,2023-11-04,2023-11-08,1111119,0,1345,1,GBP,Cash
674003,3,2023-11-04,2023-11-09,1111119,0,2073,1,GBP,Cash
674004,1,2023-11-04,2023-11-06,1975759,48,73,3,USD,Digital Wallet
674004,2,2023-11-04,2023-11-05,1975759,48,473,1,USD,Credit Card
674004,3,2023-11-04,2023-11-09,1975759,48,1158,1,USD,Credit Card
674004,4,2023-11-04,2023-11-10,1975759,48,1453,1,USD,Credit Card
674005,1,2023-11-04,2023-11-12,1437243,0,2035,3,USD,Cash
674005,2,2023-11-04,2023-11-11,1437243,0,1658,1,USD,Credit Card
674006,1,2023-11-04,2023-11-08,1890640,65,1631,2,USD,Credit Card
674006,2,2023-11-04,2023-11-12,1890640,65,510,2,USD,Credit Card
674007,1,2023-11-04,2023-11-05,1153028,42,94,2,GBP,Digital Wallet
674007,3,2023-11-04,2023-11-07,1153028,42,1601,1,GBP,Digital Wallet
674008,1,2023-11-04,2023-11-11,1209835,61,2145,4,USD,Credit Card
674008,2,2023-11-04,2023-11-12,1209835,61,1317,3,USD,Digital Wallet
674008,3,2023-11-04,2023-11-06,1209835,61,1210,3,USD,Credit Card
675000,1,2023-11-05,2023-11-13,777904,30,1705,1,EUR,Credit Card
675001,1,2023-11-05,2023-11-11,248607,9,427,2,CAD,Cash
675001,2,2023-11-05,2023-11-08,248607,9,1573,2,CAD,Credit Card
675001,3,2023-11-05,2023-11-09,248607,9,2323,4,CAD,Credit Card
675002,1,2023-11-05,2023-11-06,772646,30,129,9,EUR,Digital Wallet
675002,2,2023-11-05,2023-11-09,772646,30,1681,7,EUR,Credit Card
675003,1,2023-11-05,2023-11-12,81018,5,159,7,AUD,Digital Wallet
675003,2,2023-11-05,2023-11-06,81018,5,1927,3,AUD,Credit Card
675003,3,2023-11-05,2023-11-10,81018,5,1646,3,AUD,Credit Card
675005,1,2023-11-05,2023-11-07,918763,0,1640,1,GBP,Credit Card
675005,2,2023-11-05,2023-11-10,918763,0,138,1,GBP,Digital Wallet
675006,1,2023-11-05,2023-11-10,1932745,57,149,7,USD,Credit Card
675006,2,2023-11-05,2023-11-09,1932745,57,1636,1,USD,Credit Card
675006,3,2023-11-05,2023-11-12,1932745,57,1630,4,USD,Credit Card
675006,4,2023-11-05,2023-11-07,1932745,57,2152,5,USD,Cash
675006,5,2023-11-05,2023-11-13,1932745,57,450,1,USD,Credit Card
675006,6,2023-11-05,2023-11-06,1932745,57,1725,1,USD,Credit Card
675007,1,2023-11-05,2023-11-06,410924,20,459,8,EUR,Credit Card
675007,2,2023-11-05,2023-11-11,410924,20,108,1,EUR,Credit Card
675007,3,2023-11-05,2023-11-08,410924,20,1737,5,EUR,Credit Card
675007,4,2023-11-05,2023-11-11,410924,20,2286,3,EUR,Credit Card
675007,5,2023-11-05,2023-11-13,410924,20,1824,7,EUR,Digital Wallet
675008,1,2023-11-05,2023-11-11,1928399,47,1653,3,USD,Credit Card
675009,1,2023-11-05,2023-11-06,1238645,65,1491,1,USD,Credit Card
675009,2,2023-11-05,2023-11-09,1238645,65,1656,6,USD,Credit Card
675009,3,2023-11-05,2023-11-10,1238645,65,1700,2,USD,Digital Wallet
675009,4,2023-11-05,2023-11-12,1238645,65,52,2,USD,Credit Card
675009,5,2023-11-05,2023-11-10,1238645,65,1372,6,USD,Cash
675010,1,2023-11-05,2023-11-10,396944,8,2156,5,CAD,Digital Wallet
675012,1,2023-11-05,2023-11-07,205476,10,433,3,CAD,Credit Card
675012,2,2023-11-05,2023-11-06,205476,10,1617,2,CAD,Credit Card
675012,3,2023-11-05,2023-11-13,205476,10,1069,2,CAD,Credit Card
675012,4,2023-11-05,2023-11-13,205476,10,1112,2,CAD,Cash
675012,5,2023-11-05,2023-11-12,205476,10,1464,1,CAD,Cash
675013,1,2023-11-05,2023-11-09,1161130,39,2081,3,GBP,Cash
675014,1,2023-11-05,2023-11-07,1703974,61,1228,3,USD,Credit Card
675014,2,2023-11-05,2023-11-08,1703974,61,1657,4,USD,Credit Card
675014,3,2023-11-05,2023-11-09,1703974,61,1148,1,USD,Credit Card
675014,4,2023-11-05,2023-11-11,1703974,61,2381,1,USD,Credit Card
675015,1,2023-11-05,2023-11-09,1811458,65,2505,2,USD,Credit Card
677002,1,2023-11-07,2023-11-11,887549,33,473,1,EUR,Credit Card
677002,2,2023-11-07,2023-11-12,887549,33,1480,1,EUR,Credit Card
677002,3,2023-11-07,2023-11-11,887549,33,1900,5,EUR,Credit Card
677003,1,2023-11-07,2023-11-15,911474,41,2494,3,GBP,Credit Card
677003,2,2023-11-07,2023-11-13,911474,41,265,2,GBP,Digital Wallet
677003,3,2023-11-07,2023-11-13,911474,41,445,3,GBP,Credit Card
677004,1,2023-11-07,2023-11-08,287707,9,2178,1,CAD,Cash
677004,2,2023-11-07,2023-11-11,287707,9,1469,1,CAD,Credit Card
677005,1,2023-11-07,2023-11-12,1472319,57,1809,4,USD,Credit Card
677005,2,2023-11-07,2023-11-11,1472319,57,1300,7,USD,Credit Card
677005,3,2023-11-07,2023-11-10,1472319,57,2419,1,USD,Credit Card
677005,4,2023-11-07,2023-11-10,1472319,57,962,3,USD,Credit Card
677005,5,2023-11-07,2023-11-12,1472319,57,453,1,USD,Digital Wallet
677005,6,2023-11-07,2023-11-08,1472319,57,1058,4,USD,Credit Card
677006,1,2023-11-07,2023-11-08,282615,9,1258,2,CAD,Credit Card
677006,2,2023-11-07,2023-11-13,282615,9,49,4,CAD,Credit Card
677006,3,2023-11-07,2023-11-13,282615,9,1524,8,CAD,Credit Card
677006,4,2023-11-07,2023-11-09,282615,9,2502,3,CAD,Credit Card
677006,5,2023-11-07,2023-11-12,282615,9,1601,3,CAD,Credit Card
677006,6,2023-11-07,2023-11-11,282615,9,1374,4,CAD,Credit Card
678000,1,2023-11-08,2023-11-15,1964791,0,429,3,USD,Credit Card
678001,1,2023-11-08,2023-11-13,1377677,59,1322,2,USD,Credit Card
678001,2,2023-11-08,2023-11-10,1377677,59,838,3,USD,Credit Card
678001,3,2023-11-08,2023-11-14,1377677,59,315,2,USD,Credit Card
678003,1,2023-11-08,2023-11-13,2001755,54,449,8,USD,Credit Card
678004,1,2023-11-08,2023-11-13,1855046,0,1697,1,USD,Cash
